Id,Name,Gender,Email,CompanyEmail,EmpPhone,FaxNumber,CitizenIdentification,RoleID,Role,DepID,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,BankName,BankAccountNumber,GrossSalary,NetSalary,ProjectID,ProjectName,ProjectManager,ProjectStartDay,ProjectEndDay,ProjectStatus,Projectbudget,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
22,Phạm Khương Vi,Female,cbaumfordl@printfriendly.com,cbaumfordl@solutiondtk.com,+84 208-220-4727,76237-146,0003-6337,1,Admin,8,Sales,Ho Chi Minh,University of the Gambia,1997-03-05,2021-08-03,2021-10-03,Infinity,2020-07-12,9999-01-01,20823358.58,HSBC,60505-0252,16445017.62,11491257.12,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://weebly.com/fermentum/justo/nec/condimentum.png?eu=nibh&interdum=quisque&eu=id&tincidunt=justo&in=sit&leo=amet&maecenas=sapien&pulvinar=dignissim&lobortis=vestibulum&est=vestibulum&phasellus=ante&sit=ipsum&amet=primis&erat=in&nulla=faucibus&tempus=orci&vivamus=luctus&in=et&felis=ultrices&eu=posuere&sapien=cubilia&cursus=curae&vestibulum=nulla&proin=dapibus&eu=dolor&mi=vel&nulla=est&ac=donec&enim=odio&in=justo&tempor=sollicitudin&turpis=ut&nec=suscipit&euismod=a&scelerisque=feugiat&quam=et&turpis=eros&adipiscing=vestibulum&lorem=ac&vitae=est&mattis=lacinia&nibh=nisi&ligula=venenatis&nec=tristique&sem=fusce&duis=congue&aliquam=diam&convallis=id&nunc=ornare&proin=imperdiet&at=sapien&turpis=urna&a=pretium&pede=nisl&posuere=ut&nonummy=volutpat&integer=sapien&non=arcu&velit=sed&donec=augue&diam=aliquam&neque=erat&vestibulum=volutpat&eget=in&vulputate=congue&ut=etiam&ultrices=justo&vel=etiam&augue=pretium&vestibulum=iaculis&ante=justo&ipsum=in&primis=hac&in=habitasse&faucibus=platea&orci=dictumst&luctus=etiam&et=faucibus&ultrices=cursus&posuere=urna&cubilia=ut&curae=tellus&donec=nulla&pharetra=ut&magna=erat&vestibulum=id&aliquet=mauris&ultrices=vulputate&erat=elementum&tortor=nullam&sollicitudin=varius&mi=nulla&sit=facilisi&amet=cras,Part time,100,Offline,2022-01-09,2022-04-30
25,Thái Lam Trường,Male,fstreteo@xinhuanet.com,fstreteo@solutiondtk.com,+84 228-984-0340,0067-6440,24236-625,6,Digital Marketing,2,Marketing,Ho Chi Minh,"Jain University, Centre for Management Studies",1997-04-04,2020-06-05,2020-08-05,Infinity,2020-04-16,9999-01-01,24475985.34,HSBC,10157-1007,12423859.15,7087319.29,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://parallels.com/quis/orci/nullam/molestie/nibh.aspx?turpis=venenatis&eget=non&elit=sodales&sodales=sed&scelerisque=tincidunt&mauris=eu&sit=felis&amet=fusce&eros=posuere&suspendisse=felis&accumsan=sed&tortor=lacus&quis=morbi&turpis=sem&sed=mauris&ante=laoreet&vivamus=ut&tortor=rhoncus&duis=aliquet&mattis=pulvinar&egestas=sed&metus=nisl&aenean=nunc&fermentum=rhoncus,Full time,80,Hybrid,2022-07-16,2022-08-01
26,Mai Văn Giáp,Non-binary,pdagonp@wiley.com,pdagonp@solutiondtk.com,+84 251-585-9934,0268-0130,53808-0921,2,Project Manager,12,Management,Da Nang,Gombe State University,1995-11-26,2021-04-29,2021-06-29,Probation,2020-11-20,2022-04-11,16467752.17,HSBC,13537-004,12237212.47,8996449.01,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://time.com/velit/id/pretium.js?lobortis=eleifend&convallis=donec&tortor=ut&risus=dolor&dapibus=morbi&augue=vel&vel=lectus&accumsan=in&tellus=quam&nisi=fringilla&eu=rhoncus&orci=mauris&mauris=enim&lacinia=leo&sapien=rhoncus&quis=sed&libero=vestibulum&nullam=sit&sit=amet&amet=cursus&turpis=id&elementum=turpis&ligula=integer&vehicula=aliquet&consequat=massa&morbi=id&a=lobortis&ipsum=convallis&integer=tortor&a=risus&nibh=dapibus&in=augue&quis=vel&justo=accumsan&maecenas=tellus&rhoncus=nisi&aliquam=eu&lacus=orci&morbi=mauris&quis=lacinia&tortor=sapien&id=quis&nulla=libero&ultrices=nullam&aliquet=sit&maecenas=amet&leo=turpis&odio=elementum&condimentum=ligula&id=vehicula&luctus=consequat&nec=morbi&molestie=a&sed=ipsum&justo=integer&pellentesque=a&viverra=nibh&pede=in&ac=quis&diam=justo&cras=maecenas&pellentesque=rhoncus&volutpat=aliquam&dui=lacus&maecenas=morbi&tristique=quis&est=tortor&et=id&tempus=nulla&semper=ultrices&est=aliquet&quam=maecenas&pharetra=leo&magna=odio&ac=condimentum&consequat=id&metus=luctus&sapien=nec&ut=molestie&nunc=sed&vestibulum=justo&ante=pellentesque&ipsum=viverra&primis=pede&in=ac&faucibus=diam&orci=cras&luctus=pellentesque&et=volutpat&ultrices=dui&posuere=maecenas&cubilia=tristique&curae=est&mauris=et&viverra=tempus&diam=semper&vitae=est&quam=quam&suspendisse=pharetra&potenti=magna,Full time,100,Online,2021-08-11,2021-11-15
27,Hoàng Thị Hương,Female,smonahanq@wordpress.org,smonahanq@solutiondtk.com,+84 110-297-7446,0440-8165,59115-086,6,Digital Marketing,12,Management,Da Nang,Ghazni University,1998-01-21,2021-05-04,2021-07-04,Infinity,2022-01-29,9999-01-01,17113917.04,HSBC,0378-8171,13903681.92,8074754.72,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://yelp.com/blandit/nam/nulla.jpg?luctus=sit&nec=amet&molestie=turpis&sed=elementum&justo=ligula&pellentesque=vehicula&viverra=consequat&pede=morbi&ac=a&diam=ipsum&cras=integer&pellentesque=a&volutpat=nibh&dui=in&maecenas=quis&tristique=justo&est=maecenas&et=rhoncus,Full time,100,Offline,2022-06-01,2022-09-08
28,Nguyễn Thị Minh Huyền,Genderfluid,erobroer@123-reg.co.uk,erobroer@solutiondtk.com,+84 600-166-5264,43063-075,67386-111,8,Software Engineer,6,Technology,Da Nang,Universidad del Mar,2000-06-11,2022-07-17,2022-09-17,1 Year,2021-10-22,2022-10-12,19572584.79,HSBC,29300-330,19312070.26,10650352.32,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,http://home.pl/magna/vulputate/luctus/cum/sociis.json?ligula=adipiscing&nec=molestie&sem=hendrerit&duis=at&aliquam=vulputate&convallis=vitae&nunc=nisl&proin=aenean&at=lectus&turpis=pellentesque&a=eget&pede=nunc&posuere=donec&nonummy=quis&integer=orci&non=eget&velit=orci&donec=vehicula&diam=condimentum&neque=curabitur&vestibulum=in&eget=libero&vulputate=ut&ut=massa&ultrices=volutpat&vel=convallis&augue=morbi&vestibulum=odio&ante=odio,Part time,100,Online,2022-01-01,2022-04-23
30,Trần Khánh Trung,Female,clomondt@fda.gov,clomondt@solutiondtk.com,+84 441-333-7317,21130-047,68084-291,6,Digital Marketing,5,Technology,Ho Chi Minh,Islamic University Kushtia,1997-07-09,2021-04-03,2021-06-03,Infinity,2020-09-21,9999-01-01,17125195.6,HSBC,43353-908,13332113.04,11230664.65,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,http://shutterfly.com/eu/tincidunt/in/leo/maecenas/pulvinar.json?pede=id&ac=lobortis&diam=convallis&cras=tortor&pellentesque=risus&volutpat=dapibus&dui=augue&maecenas=vel&tristique=accumsan&est=tellus&et=nisi&tempus=eu&semper=orci&est=mauris&quam=lacinia&pharetra=sapien&magna=quis&ac=libero&consequat=nullam&metus=sit&sapien=amet&ut=turpis&nunc=elementum&vestibulum=ligula&ante=vehicula&ipsum=consequat&primis=morbi&in=a&faucibus=ipsum&orci=integer&luctus=a&et=nibh&ultrices=in&posuere=quis&cubilia=justo&curae=maecenas&mauris=rhoncus&viverra=aliquam&diam=lacus&vitae=morbi&quam=quis&suspendisse=tortor&potenti=id&nullam=nulla&porttitor=ultrices&lacus=aliquet&at=maecenas&turpis=leo&donec=odio&posuere=condimentum&metus=id&vitae=luctus&ipsum=nec&aliquam=molestie&non=sed&mauris=justo&morbi=pellentesque&non=viverra&lectus=pede&aliquam=ac&sit=diam&amet=cras&diam=pellentesque&in=volutpat&magna=dui&bibendum=maecenas&imperdiet=tristique&nullam=est&orci=et&pede=tempus&venenatis=semper&non=est&sodales=quam&sed=pharetra&tincidunt=magna&eu=ac&felis=consequat&fusce=metus&posuere=sapien&felis=ut&sed=nunc&lacus=vestibulum&morbi=ante&sem=ipsum&mauris=primis&laoreet=in&ut=faucibus&rhoncus=orci&aliquet=luctus&pulvinar=et&sed=ultrices&nisl=posuere&nunc=cubilia&rhoncus=curae&dui=mauris&vel=viverra&sem=diam&sed=vitae&sagittis=quam,Part time,80,Offline,2022-07-25,2021-12-22
33,Nguyễn Văn Trọng,Male,kduttw@altervista.org,kduttw@solutiondtk.com,+84 598-420-5287,0268-1103,35356-985,10,Designer,4,Technology,Hanoi,University of Medicine and Pharmacology of Oradea,1998-05-01,2021-12-24,2022-02-24,Probation,2021-07-18,2021-10-30,11459019.68,HSBC,54868-3157,22788300.25,10574132.95,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://t-online.de/in.jpg?ullamcorper=odio&augue=porttitor&a=id&suscipit=consequat&nulla=in&elit=consequat&ac=ut&nulla=nulla,Full time,80,Offline,2022-07-16,2022-07-01
35,Phan đức tài,Female,dmaclesey@gnu.org,dmaclesey@solutiondtk.com,+84 933-968-7838,49738-536,61245-100,10,Designer,10,Management,Hanoi,Aegean University,2000-07-16,2021-11-07,2022-01-07,1 Year,2021-01-11,2022-04-26,20623311.69,HSBC,42507-975,18229791.95,13026598.8,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://ox.ac.uk/nam.json?ipsum=quam&dolor=sollicitudin&sit=vitae&amet=consectetuer&consectetuer=eget&adipiscing=rutrum&elit=at&proin=lorem&interdum=integer&mauris=tincidunt&non=ante&ligula=vel&pellentesque=ipsum&ultrices=praesent&phasellus=blandit&id=lacinia&sapien=erat&in=vestibulum&sapien=sed&iaculis=magna&congue=at&vivamus=nunc&metus=commodo&arcu=placerat&adipiscing=praesent&molestie=blandit&hendrerit=nam&at=nulla&vulputate=integer&vitae=pede&nisl=justo&aenean=lacinia&lectus=eget&pellentesque=tincidunt&eget=eget&nunc=tempus&donec=vel&quis=pede&orci=morbi&eget=porttitor&orci=lorem&vehicula=id&condimentum=ligula&curabitur=suspendisse&in=ornare&libero=consequat&ut=lectus&massa=in&volutpat=est&convallis=risus&morbi=auctor&odio=sed&odio=tristique&elementum=in&eu=tempus&interdum=sit&eu=amet&tincidunt=sem&in=fusce&leo=consequat&maecenas=nulla&pulvinar=nisl&lobortis=nunc&est=nisl&phasellus=duis&sit=bibendum&amet=felis&erat=sed&nulla=interdum&tempus=venenatis&vivamus=turpis&in=enim&felis=blandit&eu=mi&sapien=in&cursus=porttitor&vestibulum=pede&proin=justo&eu=eu&mi=massa&nulla=donec&ac=dapibus&enim=duis&in=at&tempor=velit&turpis=eu&nec=est&euismod=congue&scelerisque=elementum&quam=in&turpis=hac&adipiscing=habitasse&lorem=platea&vitae=dictumst&mattis=morbi&nibh=vestibulum&ligula=velit&nec=id&sem=pretium&duis=iaculis,Part time,100,Hybrid,2022-07-07,2022-09-15
36,Bùi Ngô Gia Bảo,Male,agockez@nymag.com,agockez@solutiondtk.com,+84 854-600-5532,43547-252,50593-005,1,Admin,6,Technology,Da Nang,Nara University,1998-08-05,2020-03-25,2020-05-25,Infinity,2020-09-30,9999-01-01,23727833.26,HSBC,47682-581,25244816.25,14486508.55,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://skype.com/eu/tincidunt.jsp?tincidunt=turpis&ante=elementum&vel=ligula&ipsum=vehicula&praesent=consequat&blandit=morbi&lacinia=a&erat=ipsum&vestibulum=integer&sed=a&magna=nibh&at=in&nunc=quis&commodo=justo&placerat=maecenas&praesent=rhoncus&blandit=aliquam&nam=lacus&nulla=morbi&integer=quis&pede=tortor&justo=id&lacinia=nulla&eget=ultrices&tincidunt=aliquet&eget=maecenas&tempus=leo&vel=odio&pede=condimentum&morbi=id&porttitor=luctus&lorem=nec&id=molestie&ligula=sed&suspendisse=justo&ornare=pellentesque&consequat=viverra&lectus=pede&in=ac&est=diam&risus=cras&auctor=pellentesque&sed=volutpat&tristique=dui&in=maecenas&tempus=tristique&sit=est&amet=et&sem=tempus&fusce=semper&consequat=est&nulla=quam&nisl=pharetra&nunc=magna&nisl=ac&duis=consequat&bibendum=metus&felis=sapien&sed=ut&interdum=nunc&venenatis=vestibulum&turpis=ante&enim=ipsum&blandit=primis&mi=in&in=faucibus&porttitor=orci&pede=luctus&justo=et&eu=ultrices&massa=posuere&donec=cubilia&dapibus=curae&duis=mauris&at=viverra&velit=diam&eu=vitae&est=quam&congue=suspendisse&elementum=potenti&in=nullam&hac=porttitor&habitasse=lacus&platea=at&dictumst=turpis&morbi=donec&vestibulum=posuere&velit=metus&id=vitae&pretium=ipsum&iaculis=aliquam&diam=non&erat=mauris&fermentum=morbi&justo=non&nec=lectus&condimentum=aliquam&neque=sit&sapien=amet,Part time,100,Online,2022-07-09,2022-06-20
37,Nguyễn Thị Thu Trang,Male,eaiken10@google.nl,eaiken10@solutiondtk.com,+84 517-159-8738,55910-499,49349-035,3,Accountant,5,Technology,Ho Chi Minh,Instituto Superior Politécnico Gaya,1996-12-13,2021-07-16,2021-09-16,Probation,2020-04-18,2022-11-27,10955087.9,HSBC,25021-201,10335467.14,7926102.37,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://army.mil/viverra/diam/vitae.html?blandit=sem&nam=fusce&nulla=consequat&integer=nulla&pede=nisl&justo=nunc&lacinia=nisl&eget=duis&tincidunt=bibendum&eget=felis&tempus=sed&vel=interdum&pede=venenatis&morbi=turpis&porttitor=enim&lorem=blandit&id=mi&ligula=in&suspendisse=porttitor&ornare=pede&consequat=justo,Part time,100,Hybrid,2021-10-20,2022-06-19
39,Nguyễn Mậu Thiện,Male,jchesnay12@soundcloud.com,jchesnay12@solutiondtk.com,+84 962-796-4223,0591-2737,76472-1135,6,Digital Marketing,12,Management,Da Nang,Western Maryland College,1999-06-01,2022-01-21,2022-03-21,1 Year,2021-12-24,2022-12-26,24926283.55,HSBC,57520-0542,18033250.52,7281826.96,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://mashable.com/suspendisse/ornare/consequat/lectus/in.aspx?duis=penatibus&faucibus=et&accumsan=magnis&odio=dis&curabitur=parturient&convallis=montes&duis=nascetur&consequat=ridiculus&dui=mus&nec=vivamus&nisi=vestibulum&volutpat=sagittis&eleifend=sapien&donec=cum&ut=sociis&dolor=natoque&morbi=penatibus&vel=et&lectus=magnis&in=dis&quam=parturient&fringilla=montes&rhoncus=nascetur&mauris=ridiculus&enim=mus&leo=etiam&rhoncus=vel&sed=augue&vestibulum=vestibulum&sit=rutrum&amet=rutrum&cursus=neque&id=aenean&turpis=auctor&integer=gravida&aliquet=sem&massa=praesent&id=id&lobortis=massa&convallis=id&tortor=nisl&risus=venenatis&dapibus=lacinia&augue=aenean&vel=sit&accumsan=amet&tellus=justo&nisi=morbi&eu=ut&orci=odio,Part time,100,Offline,2022-10-04,2022-03-24
40,Lê Xuân Tuấn Anh,Male,hhollyar13@moonfruit.com,hhollyar13@solutiondtk.com,+84 521-580-3704,54868-0038,76482-013,4,HR,10,Management,Hanoi,Lagos State Polytechnic,2000-05-01,2023-11-23,2021-01-23,Probation,2020-07-12,2022-01-29,14954960.93,HSBC,60681-1106,13046052.49,8950368.29,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://redcross.org/et/ultrices/posuere/cubilia.jsp?penatibus=mattis&et=odio&magnis=donec&dis=vitae&parturient=nisi&montes=nam&nascetur=ultrices&ridiculus=libero&mus=non&vivamus=mattis&vestibulum=pulvinar&sagittis=nulla&sapien=pede&cum=ullamcorper&sociis=augue&natoque=a&penatibus=suscipit&et=nulla&magnis=elit&dis=ac&parturient=nulla&montes=sed&nascetur=vel&ridiculus=enim&mus=sit&etiam=amet&vel=nunc&augue=viverra&vestibulum=dapibus&rutrum=nulla&rutrum=suscipit&neque=ligula&aenean=in&auctor=lacus&gravida=curabitur&sem=at&praesent=ipsum&id=ac&massa=tellus&id=semper&nisl=interdum&venenatis=mauris&lacinia=ullamcorper&aenean=purus&sit=sit&amet=amet&justo=nulla&morbi=quisque&ut=arcu&odio=libero&cras=rutrum,Full time,80,Online,2021-11-12,2021-12-17
44,Trần Thị Thuỷ,Male,rrountree17@newsvine.com,rrountree17@solutiondtk.com,+84 205-213-5323,52183-383,55289-594,3,Accountant,7,Sales,Hanoi,Nigde University,2000-04-19,2021-01-03,2021-03-03,Infinity,2022-03-14,9999-01-01,15733992.54,HSBC,68745-1087,19349807.32,9183598.65,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://blogtalkradio.com/id/mauris/vulputate.png?platea=vulputate&dictumst=ut&morbi=ultrices&vestibulum=vel&velit=augue&id=vestibulum&pretium=ante&iaculis=ipsum&diam=primis&erat=in&fermentum=faucibus&justo=orci&nec=luctus&condimentum=et&neque=ultrices&sapien=posuere&placerat=cubilia&ante=curae&nulla=donec&justo=pharetra&aliquam=magna&quis=vestibulum&turpis=aliquet&eget=ultrices&elit=erat&sodales=tortor&scelerisque=sollicitudin&mauris=mi&sit=sit&amet=amet&eros=lobortis&suspendisse=sapien&accumsan=sapien&tortor=non&quis=mi&turpis=integer&sed=ac&ante=neque&vivamus=duis&tortor=bibendum&duis=morbi&mattis=non&egestas=quam,Part time,100,Online,2022-02-17,2022-05-09
49,Phạm Hữu Thẩm,Male,screswell1c@hhs.gov,screswell1c@solutiondtk.com,+84 916-125-4039,0395-1113,33261-988,7,Content Marketing,2,Marketing,Ho Chi Minh,Pomona College,1997-06-09,2020-12-15,2021-02-15,Probation,2020-09-08,2022-09-16,22962774.78,HSBC,0378-0503,24918822.09,15213711.09,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://sohu.com/vestibulum/quam/sapien/varius.jsp?turpis=proin&eget=interdum&elit=mauris&sodales=non&scelerisque=ligula&mauris=pellentesque&sit=ultrices&amet=phasellus&eros=id&suspendisse=sapien&accumsan=in&tortor=sapien&quis=iaculis&turpis=congue&sed=vivamus&ante=metus&vivamus=arcu&tortor=adipiscing&duis=molestie&mattis=hendrerit&egestas=at&metus=vulputate&aenean=vitae&fermentum=nisl&donec=aenean&ut=lectus&mauris=pellentesque&eget=eget&massa=nunc&tempor=donec&convallis=quis&nulla=orci,Part time,80,Online,2022-05-14,2022-02-08
52,Nguyễn Thị Mỹ Tuyết,Male,jlawrie1f@example.com,jlawrie1f@solutiondtk.com,+84 730-735-3358,69153-030,61715-025,2,Project Manager,12,Management,Da Nang,Kurume Institute of Technology,1999-01-26,2021-09-12,2021-11-12,1 Year,2020-10-30,2023-04-24,20446636.79,HSBC,52125-509,19612491.88,9944022.97,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,http://google.ru/aliquet/at/feugiat.xml?sapien=imperdiet&cum=sapien&sociis=urna&natoque=pretium&penatibus=nisl&et=ut&magnis=volutpat&dis=sapien&parturient=arcu&montes=sed&nascetur=augue&ridiculus=aliquam&mus=erat&etiam=volutpat&vel=in&augue=congue&vestibulum=etiam&rutrum=justo&rutrum=etiam&neque=pretium&aenean=iaculis&auctor=justo&gravida=in&sem=hac&praesent=habitasse&id=platea&massa=dictumst&id=etiam&nisl=faucibus,Part time,100,Online,2022-01-23,2021-11-28
55,Đỗ Trọng Nghĩa,Male,zfreed1i@delicious.com,zfreed1i@solutiondtk.com,+84 270-881-1464,55315-245,59401-002,2,Project Manager,11,Management,Ho Chi Minh,"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",1998-06-15,2022-07-15,2022-09-15,Probation,2021-11-04,2023-04-20,15458267.78,HSBC,36987-2881,20301655.08,13219913.62,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,http://mapy.cz/tincidunt/in/leo/maecenas/pulvinar/lobortis.jpg?cubilia=varius&curae=ut&nulla=blandit&dapibus=non&dolor=interdum&vel=in&est=ante&donec=vestibulum&odio=ante&justo=ipsum&sollicitudin=primis&ut=in&suscipit=faucibus&a=orci&feugiat=luctus&et=et&eros=ultrices&vestibulum=posuere&ac=cubilia&est=curae&lacinia=duis&nisi=faucibus&venenatis=accumsan&tristique=odio&fusce=curabitur&congue=convallis&diam=duis&id=consequat&ornare=dui&imperdiet=nec&sapien=nisi&urna=volutpat&pretium=eleifend&nisl=donec&ut=ut&volutpat=dolor&sapien=morbi&arcu=vel&sed=lectus&augue=in&aliquam=quam&erat=fringilla&volutpat=rhoncus&in=mauris&congue=enim&etiam=leo&justo=rhoncus&etiam=sed&pretium=vestibulum&iaculis=sit&justo=amet&in=cursus&hac=id&habitasse=turpis&platea=integer&dictumst=aliquet&etiam=massa&faucibus=id&cursus=lobortis&urna=convallis&ut=tortor&tellus=risus&nulla=dapibus&ut=augue&erat=vel&id=accumsan&mauris=tellus&vulputate=nisi&elementum=eu&nullam=orci&varius=mauris&nulla=lacinia&facilisi=sapien&cras=quis&non=libero&velit=nullam&nec=sit&nisi=amet&vulputate=turpis&nonummy=elementum&maecenas=ligula&tincidunt=vehicula&lacus=consequat&at=morbi&velit=a&vivamus=ipsum&vel=integer&nulla=a&eget=nibh,Full time,100,Hybrid,2021-12-11,2022-02-01
57,Nguyễn Hồng Ánh,Female,pedbrooke1k@wunderground.com,pedbrooke1k@solutiondtk.com,+84 174-254-6539,63323-288,30142-291,1,Admin,3,Marketing,Da Nang,"Islamic Azad University, Sowmesara",2000-05-03,2021-09-29,2021-11-29,1 Year,2021-09-28,2022-05-09,21954422.38,HSBC,0093-5292,14726123.01,14061989.9,4,MKT,Findlay Strete,2020-05-01,2022-09-01,Done,1453500000,https://qq.com/commodo/vulputate/justo/in/blandit/ultrices.jsp?in=mattis&lectus=odio&pellentesque=donec&at=vitae&nulla=nisi&suspendisse=nam&potenti=ultrices&cras=libero&in=non&purus=mattis&eu=pulvinar&magna=nulla&vulputate=pede,Full time,80,Online,2022-04-09,2022-04-18
63,Thiệu Nguyễn Châu Anh Khoa,Male,ohartlebury1q@diigo.com,ohartlebury1q@solutiondtk.com,+84 420-903-0105,47682-126,0164-2189,3,Accountant,7,Sales,Hanoi,Ecole Supérieure de Commerce et des Affaires,1998-08-12,2020-12-09,2021-02-09,Probation,2022-04-21,2023-02-16,8792973,HSBC,58118-0519,20147702.42,8697809.16,5,OTLS,Alasdair Gocke,2020-03-01,2022-09-05,Done,1153500000,https://va.gov/est/lacinia/nisi/venenatis/tristique/fusce/congue.aspx?et=nisl&eros=venenatis&vestibulum=lacinia&ac=aenean&est=sit&lacinia=amet&nisi=justo&venenatis=morbi&tristique=ut&fusce=odio&congue=cras&diam=mi&id=pede&ornare=malesuada&imperdiet=in&sapien=imperdiet&urna=et&pretium=commodo&nisl=vulputate&ut=justo&volutpat=in,Full time,100,Online,2022-06-27,2022-10-08
64,Hồ Thanh Phúc,Female,rphelp1r@com.com,rphelp1r@solutiondtk.com,+84 507-898-6806,24385-590,48273-001,9,Sales,1,Marketing,Hanoi,Institut National des Sciences Appliquées de Rennes,1998-11-03,2022-08-03,2022-10-03,Probation,2021-03-05,2022-07-09,17994512.63,HSBC,50563-167,15609138.29,10468568.29,1,SISS,Lezley McCrisken,2020-02-01,2022-11-01,In Progress,1525000000,https://yolasite.com/in/faucibus/orci/luctus.json?leo=non&odio=mi&porttitor=integer&id=ac&consequat=neque&in=duis&consequat=bibendum&ut=morbi&nulla=non&sed=quam&accumsan=nec&felis=dui&ut=luctus&at=rutrum&dolor=nulla&quis=tellus&odio=in&consequat=sagittis&varius=dui&integer=vel&ac=nisl&leo=duis&pellentesque=ac&ultrices=nibh&mattis=fusce&odio=lacus&donec=purus&vitae=aliquet&nisi=at&nam=feugiat&ultrices=non&libero=pretium&non=quis&mattis=lectus&pulvinar=suspendisse&nulla=potenti&pede=in&ullamcorper=eleifend&augue=quam&a=a&suscipit=odio&nulla=in&elit=hac&ac=habitasse&nulla=platea&sed=dictumst&vel=maecenas&enim=ut&sit=massa&amet=quis&nunc=augue&viverra=luctus&dapibus=tincidunt&nulla=nulla&suscipit=mollis&ligula=molestie&in=lorem&lacus=quisque&curabitur=ut&at=erat&ipsum=curabitur&ac=gravida&tellus=nisi&semper=at&interdum=nibh&mauris=in&ullamcorper=hac&purus=habitasse&sit=platea&amet=dictumst&nulla=aliquam&quisque=augue&arcu=quam&libero=sollicitudin&rutrum=vitae&ac=consectetuer&lobortis=eget&vel=rutrum&dapibus=at&at=lorem&diam=integer&nam=tincidunt&tristique=ante&tortor=vel,Part time,100,Hybrid,2022-01-20,2021-11-13
65,Hà Khánh Tân,Female,amumford1s@prnewswire.com,amumford1s@solutiondtk.com,+84 582-846-7743,41163-491,68354-111,1,Admin,3,Marketing,Da Nang,Free International University of Social Studies,1999-02-23,2022-06-02,2022-08-02,Probation,2021-08-14,2023-03-23,14724390.75,HSBC,36987-1706,24099681.05,7662237.32,2,EMBI,Lorrie Neligan,2020-04-01,2022-10-01,Done,1210000000,https://nbcnews.com/ipsum/praesent/blandit/lacinia/erat/vestibulum/sed.jsp?quam=nibh&suspendisse=quisque&potenti=id&nullam=justo&porttitor=sit&lacus=amet&at=sapien&turpis=dignissim,Full time,100,Offline,2022-08-08,2022-01-14
66,Hồ Quốc Hùng,Female,evockings1t@smh.com.au,evockings1t@solutiondtk.com,+84 831-712-4145,49035-216,0409-1171,8,Software Engineer,6,Technology,Da Nang,Harris-Stowe State University,1997-01-07,2021-09-01,2021-11-01,Probation,2021-10-14,2022-03-12,19150771.45,HSBC,0121-0658,19616421.07,10413933.1,3,INDEN,Chastity Kenzie,2020-02-01,2022-08-01,Done,1255000000,http://instagram.com/ipsum/aliquam/non/mauris.aspx?ante=morbi&ipsum=a&primis=ipsum&in=integer&faucibus=a&orci=nibh&luctus=in&et=quis&ultrices=justo&posuere=maecenas&cubilia=rhoncus&curae=aliquam&mauris=lacus&viverra=morbi&diam=quis&vitae=tortor&quam=id&suspendisse=nulla&potenti=ultrices&nullam=aliquet&porttitor=maecenas&lacus=leo&at=odio&turpis=condimentum&donec=id&posuere=luctus&metus=nec&vitae=molestie&ipsum=sed&aliquam=justo&non=pellentesque&mauris=viverra&morbi=pede&non=ac&lectus=diam&aliquam=cras&sit=pellentesque&amet=volutpat&diam=dui&in=maecenas&magna=tristique&bibendum=est&imperdiet=et&nullam=tempus&orci=semper&pede=est&venenatis=quam&non=pharetra,Full time,100,Offline,2022-05-04,2022-12-01
